X,Y,ADDRESS,CITY,STATE,ZIP,PM_2.5[ug/m3],O3[ppb],NO2[ppb],SO2[ppb],CO[ppm],TEMP[F],HUMIDITY[%]
-122.3232189,47.7342302,501 NE 145TH ST,SEATTLE,WA,98155,0.550205890940991,9.506205941629416,74.21951930756346,44.163429627752286,4.460055604637383,114.2841657797345,27.17470224651447
-122.3612994,47.7339105,14425 3RD AVE NW,SEATTLE,WA,98177,6.162404972347523,37.091738436174396,16.413369957938865,416.19074384262547,5.832038381151941,142.34577694019248,22.040124951152162
-122.3560953,47.73370334,14411 GREENWOOD AVE N,SEATTLE,WA,98133,13.277355293435138,121.57062291902136,31.820014934580648,72.97790417306295,6.92308826572439,82.10400751946898,44.37480106521725
-122.3560953,47.73370334,14413 GREENWOOD AVE N,SEATTLE,WA,98133,215.65069634346554,63.146266462261934,2137.6455843034714,413.8888457982481,11.925395497086553,70.04960523085234,34.97954341873532
-122.3560953,47.73370334,14415 GREENWOOD AVE N,SEATTLE,WA,98133,4.559035600962582,18.02653105657975,419.9695208600297,14.696931055521741,0.3961569310873741,84.16191254566144,34.78679440889602
-122.3560953,47.73370334,14419 GREENWOOD AVE N,SEATTLE,WA,98133,10.100070288202028,177.8665691530327,20.308285254250585,238.88025512367236,0.470017874735063,89.15815220255624,32.59098582078238
-122.3586761,47.7338851,14420 1ST AVE NW,SEATTLE,WA,98177,261.6209481934242,29.844088438181274,31.893899541059078,94.94042292829324,29.515834408329457,83.29675748026453,41.92380618146792
-122.3583314,47.73388158,115 N 145TH ST,SEATTLE,WA,98133,14.87151243470881,147.95415129861084,500.1340729195902,741.6260905587935,11.215619879369893,85.51724733052804,41.69423757618163
-122.3583314,47.73388158,115 NW 145TH ST,SEATTLE,WA,98177,210.04870563591194,38.74563745120264,850.3424722564399,12.097578536413128,48.03652565518098,63.09376870484536,37.671926924369934
-122.3580484,47.73383347,123 N 145TH ST,SEATTLE,WA,98133,11.498493364307995,5.721815918559409,41.25050498060797,50.56538035270038,6.154429285996189,57.82336861673479,41.018682004552424
-122.3580484,47.73383347,123 NW 145TH ST,SEATTLE,WA,98177,16.130276842941406,33.04783994639624,3.627561396976516,307.88166343295507,3.0698857101953565,88.84146466352615,19.478286561080832
