X,Y,ADDRESS,CITY,STATE,ZIP,PM_2.5[ug/m3],O3[ppb],NO2[ppb],SO2[ppb],CO[ppm],TEMP[F],HUMIDITY[%]
-122.3232189,47.7342302,501 NE 145TH ST,SEATTLE,WA,98155,0.5372373734149346,8.699730411133023,81.74904283405829,49.36704580583611,4.163521608271527,113.72911651304838,28.103659515843628
-122.3612994,47.7339105,14425 3RD AVE NW,SEATTLE,WA,98177,5.858989959042859,32.946679521695394,18.812254436553214,486.3324731433704,6.362062490467395,122.41215764322409,19.761477543901552
-122.3560953,47.73370334,14411 GREENWOOD AVE N,SEATTLE,WA,98133,11.554448761399534,107.57157942660821,27.979997391939953,71.12856157218611,9.275507569506402,78.77407003111374,38.271030890545866
-122.3560953,47.73370334,14413 GREENWOOD AVE N,SEATTLE,WA,98133,214.20013304250173,74.56765346804845,1904.0394429333803,464.58352865758087,14.52228046109263,70.27297930791438,37.21687513104112
-122.3560953,47.73370334,14415 GREENWOOD AVE N,SEATTLE,WA,98133,4.394947073546018,21.622030372161475,467.72612664188426,16.275310669732153,0.5137501821831532,99.28580368624505,32.3427219438324
-122.3560953,47.73370334,14419 GREENWOOD AVE N,SEATTLE,WA,98133,8.666633031694337,159.1689803492571,21.65766946923572,302.01675076641163,0.4575407724245254,78.92369105824133,30.716351701935075
-122.3586761,47.7338851,14420 1ST AVE NW,SEATTLE,WA,98177,256.56104184849755,25.735807212559425,35.52817730350938,105.98725428577497,29.613984035321582,80.58633474866686,50.62661199664559
-122.3583314,47.73388158,115 N 145TH ST,SEATTLE,WA,98133,14.468393660826287,156.01384123422037,488.193586136029,799.5857909437711,10.262493381241434,93.67725088264181,40.26544680074706
-122.3583314,47.73388158,115 NW 145TH ST,SEATTLE,WA,98177,216.49707089244336,37.65007861715111,892.3162512583283,10.512156719021078,49.95048435839992,60.59766980292318,47.66478637022734
-122.3580484,47.73383347,123 N 145TH ST,SEATTLE,WA,98133,12.403984211766986,5.118515753418901,39.877487514756055,47.835075086672376,7.145371598511158,60.008643373836414,42.53906132614885
-122.3580484,47.73383347,123 NW 145TH ST,SEATTLE,WA,98177,17.0482090164405,29.841991586801026,3.6104495591087336,353.781290689332,4.009201915187398,82.92111460881014,18.581539437566306
-122.3606661,47.73387053,137 NW 145TH ST,SEATTLE,WA,98177,0.0,6.353682950740931,2020.3467000666942,218.62063432475566,7.20703281372685,46.90647422261421,36.97234395091785
-122.3576898,47.73384618,131 N 145TH ST,SEATTLE,WA,98133,5.579620466683161,5.708755629733387,59.22319866778572,49.815025201209565,7.416975421882926,55.72248510283488,31.193872536289522
-122.3576898,47.73384618,131 NW 145TH ST,SEATTLE,WA,98177,10.895046727657974,47.06556378621458,32.06204741641003,692.5312314738778,10.720914027944279,65.9246157725821,29.519362095222377
-122.357127,47.73385214,143 N 145TH ST,SEATTLE,WA,98133,11.737535072802824,38.453652057908165,36.89190463857983,130.59655438458475,12.570901544680597,88.23726430209817,60.8051664248694
-122.357127,47.73385214,143 NW 145TH ST,SEATTLE,WA,98177,0.9998129204470341,5.040490778081796,61.43790006503079,732.1518563632321,14.509800784481092,89.1955456475351,26.199798908341585
-122.360164,47.73377911,127 NW 145TH ST,SEATTLE,WA,98177,105.9288221243905,23.517224320345402,386.21339386470953,113.88202617891771,12.305024334841235,58.71736283209489,14.605774691232922
-122.3616323,47.73366505,14415 3RD AVE NW,SEATTLE,WA,98177,286.1728094933155,34.441953782614775,1095.6526689300988,384.89018698938673,17.70084506921843,73.74819556090377,26.544563487398023
-122.3592024,47.73370101,14419 1ST AVE NW,SEATTLE,WA,98177,10.207609847337988,109.81205608964773,811.0030939137725,65.2869240296634,5.669898958551657,58.78236382660115,41.39051885352132
-122.3597217,47.73369274,111 NW 145TH ST,SEATTLE,WA,98177,46.260770040444754,24.945974119741326,289.8618343984687,407.78623635045744,27.010807191941765,57.785532567416794,29.473841507436177
-122.3566444,47.73355712,155 N 145TH ST,SEATTLE,WA,98133,7.267913784070197,43.65800858200688,55.99770476408454,170.5420295183497,3.7534250971327467,56.97776575781293,31.392642893386103
-122.3566444,47.73355712,159 NW 145TH ST,SEATTLE,WA,98177,0.5110649595761182,34.99112723143776,8.691682131239977,757.213224121827,15.03371695524044,48.964793067068996,23.5883614334114
-122.3605236,47.73349943,14410 3RD AVE NW,SEATTLE,WA,98177,1.3083426236462952,88.4227132622454,1347.9073886811143,9.219692266116281,5.478781476825079,58.02069420600939,28.502502542062185
-122.358372,47.73353306,14404 1ST AVE NW,SEATTLE,WA,98177,155.8230868907808,20.30133696336325,19.318262226718844,937.3148604107446,9.979211910535998,52.4308357992875,31.028398960173888
-122.35741,47.73355223,126 N 144TH ST,SEATTLE,WA,98133,8.376076076816616,32.142321708340056,1098.1575822882194,46.23662778966784,3.711254036415845,76.82515733964988,36.153675917962026
-122.3599476,47.73346971,134 NW 144TH ST,SEATTLE,WA,98177,158.55252797271078,25.5375586747246,1231.5064314302465,246.00388600469626,6.044393840748397,88.19225103929968,22.786156310272215
-122.3578893,47.73349804,102 N 144TH ST,SEATTLE,WA,98133,228.50444582412965,39.93990679600957,27.24966018451271,84.487222282751,9.99518693277321,57.344032368445646,25.46296683710917
-122.3578893,47.73349804,112 N 144TH ST,SEATTLE,WA,98133,8.896671736456215,6.817567635844966,80.20969530260932,596.059079813981,0.3539281127880411,78.58262447228411,25.06066881153522
-122.3563616,47.73349512,146 N 144TH ST,SEATTLE,WA,98133,17.568695005884173,16.827897103772806,72.56056902806608,11.587698443662116,2.261734273601809,74.42039184853097,35.27935877809843
-122.3563616,47.73349512,148 N 144TH ST,SEATTLE,WA,98133,13.114995138587522,13.807967643377577,750.0690817016283,942.9891248500004,17.049681917643888,94.61978778784452,35.937781360480834
-122.3563616,47.73349512,150 N 144TH ST,SEATTLE,WA,98133,7.736328292755883,28.496104821104286,41.21192101213773,43.30077243657529,1.3602325001193798,112.81650246312786,27.57516510179813
-122.3575936,47.73345582,120 N 144TH ST,SEATTLE,WA,98133,0.3546029255908719,84.81040692579266,135.0994228816518,46.64444921405523,4.609372102163364,101.88645321361,21.14966992164811
-122.3580914,47.73343617,108 N 144TH ST,SEATTLE,WA,98133,16.872330527900623,68.18704596102434,770.9069991175401,119.84477127718051,17.315438733818684,43.42852929014837,26.218141272673627
-122.3570951,47.73341217,132 N 144TH ST,SEATTLE,WA,98133,66.99262846822022,403.84833427407204,50.67982525799805,70.27323314404994,4.032050986237476,74.20293761950822,34.25856617328239
-122.3616333,47.7333568,14405 3RD AVE NW,SEATTLE,WA,98177,16.680318033065234,4.077508581559613,119.39369550335499,44.81075504359068,1.402460898493449,142.06867035556706,23.164871974432423
-122.3559769,47.7333402,14403 GREENWOOD AVE N,SEATTLE,WA,98133,579.4310689927603,31.967291851226594,678.1271667229203,41.2854400218014,3.678677638355261,48.901378997836794,15.070930105085612
-122.3617309,47.73291543,14321 3RD AVE NW,SEATTLE,WA,98177,6.694825824793411,24.537509579050766,59.06492404893337,36.536322131276734,23.648743837146668,54.64250281840493,17.973926068126136
-122.357573,47.73300694,117 N 144TH ST,SEATTLE,WA,98133,8.554319086880888,11.910311115086554,47.54608269735027,523.8739058566381,20.378255920555453,57.07891279362821,28.762442017231145
-122.3597165,47.73299677,129 NW 144TH ST,SEATTLE,WA,98177,1.316823402207544,13.458545339083084,708.8660133461997,35.91206074451932,6.852934587347406,50.969702609548634,24.47462126058372
-122.3601965,47.73300159,141 NW 144TH ST,SEATTLE,WA,98177,6.574504342485135,5.550947963312281,48.1897324476043,138.94524554434878,7.292633793005493,69.34075563883103,40.244353947170765
-122.3594686,47.73299235,123 NW 144TH ST,SEATTLE,WA,98177,62.02953089473389,39.737589636826385,106.07656379063583,42.97251067665702,5.306723077541009,81.57228276208538,27.54921528142305
-122.3570766,47.73297606,129 N 144TH ST,SEATTLE,WA,98133,6.16488474617744,80.51951845031205,690.1879984250609,729.0354747041803,8.625208231098,55.87369506049916,30.42628344940629
-122.3580382,47.73301238,101 N 144TH ST,SEATTLE,WA,98133,34.16853354412271,24.858907295641128,108.91755412947279,28.73415409267976,17.150093274614104,53.13744347974691,25.431987395641265
-122.3599385,47.7329824,137 NW 144TH ST,SEATTLE,WA,98177,14.937614509131162,160.66079526823114,142.74433200674088,0.6066890402783354,2.216728823903934,98.07274104338804,32.346801208198215
-122.3573223,47.73299848,123 N 144TH ST,SEATTLE,WA,98133,254.35800389801173,72.2944051202052,48.98965873733038,16.601909247486685,14.711743979878761,29.089145847341786,33.88721667248698
-122.3605313,47.73290959,149 NW 144TH ST,SEATTLE,WA,98177,249.52366359558982,37.390737826263035,844.9693693704811,57.005780905293726,12.47723935767238,69.88307190202956,44.888699022494336
-122.3560652,47.73290001,14315 GREENWOOD AVE N,SEATTLE,WA,98133,12.648194499639951,30.06007627208428,2.020742111831294,84.43752291423077,10.20049204377365,74.20562196762712,22.36690013283216
-122.3560652,47.73290001,14323 GREENWOOD AVE N,SEATTLE,WA,98133,12.563552642217164,31.423048953391298,20.124196248077265,346.86600392702167,1.341041327171501,62.32218427943968,29.267524583837734
-122.3582777,47.73267531,14315 1ST AVE NW,SEATTLE,WA,98177,14.357894937320609,45.57364250714768,100.72905452116495,13.13053099987649,9.472562174601167,166.61754559465794,22.162471067051957
-122.3577555,47.73270621,14310 1ST AVE NW,SEATTLE,WA,98177,2.272718488296239,35.13621875448675,5.753538959787,631.4011091696341,3.003252562486688,42.47207828262987,27.162080294069817
-122.3601714,47.73258925,210 NW 143RD ST,SEATTLE,WA,98177,2.8525266969175926,31.079741713437357,240.92038708281964,86.84214205087518,33.822353767741276,44.734752072166046,46.16329193328363
-122.3596373,47.73262045,200 NW 143RD ST,SEATTLE,WA,98177,4.2311137654742526,39.505617082444594,73.45063551742618,91.72463533013395,14.671108560086665,93.44302801300397,28.6579164856959
-122.3586895,47.73257084,118 NW 143RD ST,SEATTLE,WA,98177,66.23544615556436,105.37147982642588,121.88585100691586,331.92223358911133,1.5358225367322984,26.743276753751697,30.220496617949525
-122.3589837,47.73257857,124 NW 143RD ST,SEATTLE,WA,98177,10.188250119949702,3.4990656301653615,15.149880760457332,315.6962407403364,8.009958069216792,111.61172883400603,30.16539799699435
-122.3591968,47.73254297,132 NW 143RD ST,SEATTLE,WA,98177,27.597873725771947,6.523213830449413,759.2998025936986,919.5764941539122,35.139356278984685,88.4459733292038,36.50431991166775
-122.3573229,47.7325761,108 N 143RD ST,SEATTLE,WA,98133,12.56930815010043,6.60798715948964,1714.7564378141146,58.74487821940588,15.504776780275318,66.64114540965595,22.787888599312254
-122.3566163,47.73257058,126 N 143RD ST,SEATTLE,WA,98133,4.234130075591242,96.74182252016324,840.4715217585241,634.389722159287,17.294731360331056,63.60911458407723,16.742025488754223
-122.358349,47.73254946,14303 1ST AVE NW,SEATTLE,WA,98177,5.009807826310439,175.0879729674284,38.5101230706653,158.11932294251525,7.397483168651128,27.55271067424556,37.03975848788498
-122.3606721,47.73249769,220 NW 143RD ST,SEATTLE,WA,98177,165.34991983063097,33.71423237220286,123.02246835702681,211.6220864106677,6.167180028484527,47.327368897820726,50.74918443631333
-122.3575871,47.73251268,102 N 143RD ST,SEATTLE,WA,98133,12.991169337265072,80.29814882304697,24.067850257996923,24.484520155084873,0.0,47.59695039064755,33.5303180862625
-122.36588,47.73223561,798 NW CULBERTSON DR,SEATTLE,WA,98177,0.8630606044110611,26.835222787474915,36.03190363868868,47.233999863675024,13.70063768614838,106.89603048171297,30.624894063251972
-122.3644563,47.73210125,14301 3RD AVE NW,SEATTLE,WA,98177,8.793581858921879,6.315286668234388,972.9684026994795,4.171609512908989,6.132873194831206,69.57677031418675,35.463210724535934
-122.3654445,47.73212657,796 NW CULBERTSON DR,SEATTLE,WA,98177,3.244807973650694,15.935768688566041,106.25526858250034,77.84633580486363,15.440542603225,92.46203403170023,22.711616722619613
