X,Y,ADDRESS,CITY,STATE,ZIP,PM_2.5[ug/m3],O3[ppb],NO2[ppb],SO2[ppb],CO[ppm],TEMP[F],HUMIDITY[%]
-122.3232189,47.7342302,501 NE 145TH ST,SEATTLE,WA,98155,0.5087704825345264,9.090627388853735,84.71988454446661,58.20370725194873,4.16490435651789,95.89837445719975,24.70933019948582
-122.3612994,47.7339105,14425 3RD AVE NW,SEATTLE,WA,98177,6.623871925254046,30.18245001914227,19.94594188119667,498.9029196071797,6.712571672112569,129.3376671974733,22.11170425194348
-122.3560953,47.73370334,14411 GREENWOOD AVE N,SEATTLE,WA,98133,12.626385167228745,123.67540141054265,29.997276403510487,68.07853536451753,11.999470324794787,80.6311822462652,35.28516068579699
-122.3560953,47.73370334,14413 GREENWOOD AVE N,SEATTLE,WA,98133,190.7619427024336,85.19906511161413,1847.483315595125,483.78992088380454,14.153828451758951,69.64188455012119,40.643797566672696
-122.3560953,47.73370334,14415 GREENWOOD AVE N,SEATTLE,WA,98133,4.342245466865359,19.844012984595448,522.0375381347974,17.549353004489983,0.5359587880848133,104.21042746671938,27.520938926930558
-122.3560953,47.73370334,14419 GREENWOOD AVE N,SEATTLE,WA,98133,9.38433780249105,158.72946521560115,24.59997032151466,285.72634701066903,0.5416759300416965,73.3103860774459,30.569523738056848
-122.3586761,47.7338851,14420 1ST AVE NW,SEATTLE,WA,98177,234.86946673720004,29.897731025143006,43.92735268461233,105.64644388559458,28.298013228159267,86.70923249490927,48.14626764920939
-122.3583314,47.73388158,115 N 145TH ST,SEATTLE,WA,98133,12.65307120094378,128.58659175835277,559.830950603272,757.3986698474262,8.327133945583377,77.67707654400053,44.26215115448189
-122.3583314,47.73388158,115 NW 145TH ST,SEATTLE,WA,98177,216.60234821001742,50.50782092089933,806.6626544248129,12.018451188183317,55.35099454899375,64.57269339065289,41.26746499085764
-122.3580484,47.73383347,123 N 145TH ST,SEATTLE,WA,98133,12.52982591949301,4.96280516936681,37.23010878226668,50.60932306969741,6.333501805409074,56.851394012813934,49.026661372210754
-122.3580484,47.73383347,123 NW 145TH ST,SEATTLE,WA,98177,16.571506386832635,23.029761649537246,3.49688216554203,341.1449120785287,4.637396113721638,79.23843114501744,19.05204270178826
